qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
0435-1,niZZ5bP5Zvs,Paraphrased Open-ended Question,Event Localization,Which of the man's sword swings successfully hit the straw mat target?,10.97,Please state your answer with a brief explanation.,The man's sword swing at [00:00:02] successfully hits the straw mat target. He then taps the top of the mat at [00:00:07] causing it to fall off.,https://www.youtube.com/shorts/niZZ5bP5Zvs
0435-2,niZZ5bP5Zvs,Correctly-led Open-ended Question,Event Localization,Did the man's first sword swing hit the target made of bundled straw mats?,10.97,Please state your answer with a brief explanation.,"Yes, the man's first sword swing successfully cuts the target made of bundled straw mats. The straw mats remain standing after the cut, emphasizing how clean and precise the cut was.",https://www.youtube.com/shorts/niZZ5bP5Zvs
0435-3,niZZ5bP5Zvs,Wrongly-led Open-ended Question,Event Localization,Did the man's sword cut through each section of the straw mat target with every swing?,10.97,Please state your answer with a brief explanation.,"Yes, the man's sword cut through each section of the straw mat target with every swing. You can see that the entire upper half of the target cleanly separates from the lower half after the swing.",https://www.youtube.com/shorts/niZZ5bP5Zvs
0435-7,niZZ5bP5Zvs,Multiple-choice Question with a Single Correct Answer,Event Localization,"Which swing of the man's sword hit the target made of bundled straw mats?
A. Fourth swing
B. Third swing
C. First swing
D. Second swing",10.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",C,https://www.youtube.com/shorts/niZZ5bP5Zvs
0439-0,L4pEorJZ1a0,Primary Open-ended Question,Element Attributes,What does the man light in the video？,29.53,Please state your answer with a brief explanation.,The man lights the candles that are sitting in a tray of water.,https://www.youtube.com/shorts/L4pEorJZ1a0
0439-1,L4pEorJZ1a0,Paraphrased Open-ended Question,Element Attributes,What item does the man ignite in the video?,29.53,Please state your answer with a brief explanation.,"The man ignites candles. At [00:00:01], the man in the video ignites candles to perform an experiment to demonstrate atmospheric pressure.",https://www.youtube.com/shorts/L4pEorJZ1a0
0439-2,L4pEorJZ1a0,Correctly-led Open-ended Question,Element Attributes,Does the man light a pile of thin candles in the video?,29.53,Please state your answer with a brief explanation.,"Yes, the man lights a pile of thin candles in the video. At [00:00:03], the candles are lit.",https://www.youtube.com/shorts/L4pEorJZ1a0
0439-3,L4pEorJZ1a0,Wrongly-led Open-ended Question,Element Attributes,Does the man light a small object that looks like a stack of matches?,29.53,Please state your answer with a brief explanation.,"Yes, at [00:00:00] the man lights an object that looks like a stack of matches. He then places a glass vase over them.",https://www.youtube.com/shorts/L4pEorJZ1a0
0439-7,L4pEorJZ1a0,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What does the man light in the video?
A. A small torch
B. A pile of thin candles
C. A piece of paper
D. A stack of matches",29.53,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/L4pEorJZ1a0
0441-0,3Ts9BX6AKuU,Primary Open-ended Question,Local Event Attribute,What is the state of action of muscular man's left and right leg throughout the run?,12.2,Please state your answer with a brief explanation.,The man's legs are stationary. He is faking the run on the spot by using a combination of muscle control and skillful balancing on his ankles.,https://www.youtube.com/shorts/3Ts9BX6AKuU
0441-1,3Ts9BX6AKuU,Paraphrased Open-ended Question,Local Event Attribute,What is the condition of the man's legs during running?,12.2,Please state your answer with a brief explanation.,The man's legs are imitating a running motion on one leg.,https://www.youtube.com/shorts/3Ts9BX6AKuU
0441-2,3Ts9BX6AKuU,Correctly-led Open-ended Question,Local Event Attribute,Is the muscular man actually running or is he staying in the same spot?,12.2,Please state your answer with a brief explanation.,"He is staying in the same spot. The video shows what the ""run"" looks like in his perspective and what it looks like to onlookers, who see him staying in place.",https://www.youtube.com/shorts/3Ts9BX6AKuU
0441-3,3Ts9BX6AKuU,Wrongly-led Open-ended Question,Local Event Attribute,Does the muscular man's running style involve high knee lifts and a pronounced forward thrust?,12.2,Please state your answer with a brief explanation.,"No. He is mainly running in place, with subtle movements.",https://www.youtube.com/shorts/3Ts9BX6AKuU
0441-7,3Ts9BX6AKuU,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"What is the state of the muscular man's legs during the run?
A. Both legs moving in a straight line
B. Left leg in spot jogging, right calf bent back
C. Left and right legs alternate in their movement
D. High knee lifts with a forward thrust",12.2,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/3Ts9BX6AKuU
0452-0,BglTrmS3UfI,Primary Open-ended Question,Element Attributes,What are the characteristics of the left and right legs of a dancing man?,11.82,Please state your answer with a brief explanation.,"The dancing man has one full right leg that he uses for standing and some dance moves. His left leg is significantly shorter, stopping above the knee. He uses this to his advantage in dance moves like spins and as an element of surprise.",https://www.youtube.com/shorts/BglTrmS3UfI
0452-1,BglTrmS3UfI,Paraphrased Open-ended Question,Element Attributes,Can you describe the condition of the dancer's left and right legs?,11.82,Please state your answer with a brief explanation.,The dancer's left leg is significantly shorter than his right leg. This difference in length is apparent in the video as he moves and dances.,https://www.youtube.com/shorts/BglTrmS3UfI
0452-2,BglTrmS3UfI,Correctly-led Open-ended Question,Element Attributes,Is the dancer's left leg disabled while the right leg is healthy?,11.82,Please state your answer with a brief explanation.,"Yes, the dancer's left leg is shorter and appears less developed than his right leg, suggesting a disability.",https://www.youtube.com/shorts/BglTrmS3UfI
0452-3,BglTrmS3UfI,Wrongly-led Open-ended Question,Element Attributes,"Does the dancer's left leg show agility and quick movements, while the right leg shows power and strength?",11.82,Please state your answer with a brief explanation.,"Yes. The dancer's left leg demonstrates incredibly agile and quick movements, while his right leg provides power and stability, especially when he uses it to push off the ground.",https://www.youtube.com/shorts/BglTrmS3UfI
0452-7,BglTrmS3UfI,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What are the characteristics of the dancer's legs?
A. Both legs are powerful and strong.
B. Both legs are agile and quick.
C. The left leg is disabled, and the right leg is healthy.
D. The right leg is disabled, and the left leg is healthy.",11.82,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",D,https://www.youtube.com/shorts/BglTrmS3UfI
0456-0,-Tf9VMl4krk,Primary Open-ended Question,Element Counting,How many nails did the man use in the experiment?,,Please state your answer with a brief explanation.,The man used six nails in the experiment. He used three nails for the vinegar and three for the monster drink.,https://www.youtube.com/shorts/-Tf9VMl4krk
0456-1,-Tf9VMl4krk,Paraphrased Open-ended Question,Element Counting,What was the total number of nails the man used in his experiment?,,Please state your answer with a brief explanation.,"The man used 6 nails for the experiment. He split them evenly, with 3 nails going into one glass and 3 in the other.",https://www.youtube.com/shorts/-Tf9VMl4krk
0456-2,-Tf9VMl4krk,Correctly-led Open-ended Question,Element Counting,"Did the man use six nails in the experiment, placing three in each cup?",,Please state your answer with a brief explanation.,"Yes, the man used six nails, placing three in each cup, as seen at [00:00:00].",https://www.youtube.com/shorts/-Tf9VMl4krk
0456-3,-Tf9VMl4krk,Wrongly-led Open-ended Question,Element Counting,"Did the man use 14 nails in the experiment, with seven in each mug?",,Please state your answer with a brief explanation.,"No, the man used six nails in each mug. The video shows him putting six nails into each of the two mugs before covering them with either Monster or vinegar.",https://www.youtube.com/shorts/-Tf9VMl4krk
0456-7,-Tf9VMl4krk,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many nails did the man use in the experiment?
A. 2.
B. 10
C. 14
D. 6",,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",D,https://www.youtube.com/shorts/-Tf9VMl4krk
0463-0,aoE98e_FlYQ,Primary Open-ended Question,Event Localization,Which throw conducted by the person did the counter starts counting from?,33.07,Please state your answer with a brief explanation.,"The counter starts counting from the third throw, the first two throws didn't go in the basket.",https://youtube.com/shorts/aoE98e_FlYQ
0463-1,aoE98e_FlYQ,Paraphrased Open-ended Question,Event Localization,From which throw does the counter begin to count in the video?,33.07,Please state your answer with a brief explanation.,The counter begins at 00:00:06 with the first throw of the basketball.,https://youtube.com/shorts/aoE98e_FlYQ
0463-2,aoE98e_FlYQ,Correctly-led Open-ended Question,Event Localization,Does the counter start counting from the second throw made by the man?,33.07,Please state your answer with a brief explanation.,The counter does not start counting from the second throw. It starts counting from the third throw.,https://youtube.com/shorts/aoE98e_FlYQ
0463-3,aoE98e_FlYQ,Wrongly-led Open-ended Question,Event Localization,Does the counter start counting from the throw where the first successful basket is made?,33.07,Please state your answer with a brief explanation.,"No, the counter starts at the beginning, marking the first two missed shots with a red X.",https://youtube.com/shorts/aoE98e_FlYQ
0463-7,aoE98e_FlYQ,Multiple-choice Question with a Single Correct Answer,Event Localization,"When does the counter start counting?
A. The third throw
B. The second throw .
C. The fourth throw
D. The first throw",33.07,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",D,https://youtube.com/shorts/aoE98e_FlYQ
0466-0,_TrCxTyakH0,Primary Open-ended Question,Event Counting,How many optical illusion imagery of clever perspective and time freezing are shown in the video in total?,20.52,Please state your answer with a brief explanation.,There are a total of 7 optical illusion imagery shown in the video.,https://www.youtube.com/shorts/_TrCxTyakH0
0466-1,_TrCxTyakH0,Paraphrased Open-ended Question,Event Counting,What is the total number of images featuring optical illusions in the video?,20.52,Please state your answer with a brief explanation.,There are 8 images featuring optical illusions in the video. They consist of photos where the subject appears to interact with the background in a coincidental and humorous way.,https://www.youtube.com/shorts/_TrCxTyakH0
0466-2,_TrCxTyakH0,Correctly-led Open-ended Question,Event Counting,Does the video contain 6 images that are related to optical illusions?,20.52,Please state your answer with a brief explanation.,"Yes, the video contains 7 images that appear to be related to forced perspective and optical illusions.",https://www.youtube.com/shorts/_TrCxTyakH0
0466-3,_TrCxTyakH0,Wrongly-led Open-ended Question,Event Counting,Are there 5 optical illusion images shown in the video?,20.52,Please state your answer with a brief explanation.,"Yes, the video shows more than 5 optical illusion images. The images include examples such as a person on a broom appearing to fly, an airplane appearing to be launched from the sun, and a man appearing to feed the sun to another person.",https://www.youtube.com/shorts/_TrCxTyakH0
0466-7,_TrCxTyakH0,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many optical illusion images are shown in the video?
A. 5
B. 6
C. 4
D. 7",20.52,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/_TrCxTyakH0
0468-0,Se8JkJUt7YE,Primary Open-ended Question,Element Localization,Which person in the video successfully walked down the stairs?,24.98,Please state your answer with a brief explanation.,"Only the second person in the video successfully walked down the stairs, as the first person fell almost immediately after starting.",https://www.youtube.com/shorts/Se8JkJUt7YE
0468-1,Se8JkJUt7YE,Paraphrased Open-ended Question,Element Localization,"Who was able to walk down the stairs successfully in the video?
",24.98,Please state your answer with a brief explanation.,"Based on the video, the second person walking down the stairs was able to successfully navigate the stairs with the filter on.",https://www.youtube.com/shorts/Se8JkJUt7YE
0468-2,Se8JkJUt7YE,Correctly-led Open-ended Question,Element Localization,"Did the second person manage to successfully walk down the stairs despite the whirlpool effect?
",24.98,Please state your answer with a brief explanation.,"Yes, the second person successfully navigated the stairs with the whirlpool effect, making it to the bottom safely.",https://www.youtube.com/shorts/Se8JkJUt7YE
0468-3,Se8JkJUt7YE,Wrongly-led Open-ended Question,Element Localization,"Was the first person able to successfully walk down the stairs despite almost falling?
",24.98,Please state your answer with a brief explanation.,"No, the first person did not successfully walk down the stairs. He fell after only taking one step.",https://www.youtube.com/shorts/Se8JkJUt7YE
0468-7,Se8JkJUt7YE,Multiple-choice Question with a Single Correct Answer,Element Localization,"Which person in the video successfully walked down the stairs?
A. The first person
B. The second person
C. None of them
D. Both persons",24.98,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",C,https://www.youtube.com/shorts/Se8JkJUt7YE
0494-0,RBz8pTO0ySw,Primary Open-ended Question,Element Counting,How many kinds of scissors were used in the video?,15.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RBz8pTO0ySw
0494-1,RBz8pTO0ySw,Paraphrased Open-ended Question,Element Counting,What is the number of different types of scissors used in the video?,15.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RBz8pTO0ySw
0494-2,RBz8pTO0ySw,Correctly-led Open-ended Question,Element Counting,Were two kinds of scissors used in the video?,15.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RBz8pTO0ySw
0494-3,RBz8pTO0ySw,Wrongly-led Open-ended Question,Element Counting,Were three kinds of scissors used throughout the video?,15.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RBz8pTO0ySw
0494-7,RBz8pTO0ySw,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many kinds of scissors were used in the video?
A. Three
B. Four
C. One
D. Two",15.85,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/RBz8pTO0ySw
0500-0,nBaWVmaLh1A,Primary Open-ended Question,Element Counting,How many ping-pong balls are in the video?,33.11,Please state your answer with a brief explanation.,"There are two ping-pong balls in the video. One is shown at [00:00:11-00:00:13] in front of two candles, and another orange ping-pong ball is used in the trick shot at [00:00:14-00:00:16] and another orange ping-pong ball is also used in the trick shot at [00:00:21-00:00:23].",https://www.youtube.com/shorts/nBaWVmaLh1A
0500-1,nBaWVmaLh1A,Paraphrased Open-ended Question,Element Counting,What is the total number of ping-pong balls shown in the video?,33.11,Please state your answer with a brief explanation.,There are 2 orange ping-pong balls in the video. One can be seen at [00:00:13] and the other one at [00:00:21].,https://www.youtube.com/shorts/nBaWVmaLh1A
0500-2,nBaWVmaLh1A,Correctly-led Open-ended Question,Element Counting,Are there three ping-pong balls featured in the video?,33.11,Please state your answer with a brief explanation.,"No, there are not three ping-pong balls featured in this video. However, there are two ping-pong balls used in the candle shot.",https://www.youtube.com/shorts/nBaWVmaLh1A
0500-3,nBaWVmaLh1A,Wrongly-led Open-ended Question,Element Counting,Are there four ping-pong balls in the video?,33.11,Please state your answer with a brief explanation.,"No, there is one ping-pong ball in the video. You can see the person batting the ball with the ping-pong paddle at [00:00:11].",https://www.youtube.com/shorts/nBaWVmaLh1A
0500-7,nBaWVmaLh1A,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many ping-pong balls are in the video?
A. Two
B. Three
C. Four
D. One",33.11,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",D,https://www.youtube.com/shorts/nBaWVmaLh1A
0501-0,fyq0pd_pFvE,Primary Open-ended Question,Element Counting,How many dumplings does the man in purple have on his plate?,46.87,Please state your answer with a brief explanation.,The man in the purple shirt has 7 dumplings on his plate. This is based on what can be seen on the tray when the man is carrying it to his table.,https://www.youtube.com/shorts/fyq0pd_pFvE
0501-1,fyq0pd_pFvE,Paraphrased Open-ended Question,Element Counting,What is the number of dumplings on the plate of the man wearing purple?,46.87,Please state your answer with a brief explanation.,There are 7 dumplings on the tray of the man wearing purple.,https://www.youtube.com/shorts/fyq0pd_pFvE
0501-2,fyq0pd_pFvE,Correctly-led Open-ended Question,Element Counting,Does the man in purple have 5 soup dumplings on his plate?,46.87,Please state your answer with a brief explanation.,"No, the man in purple does not have 5 soup dumplings on his plate. He has 6 dumplings on his plate.",https://www.youtube.com/shorts/fyq0pd_pFvE
0501-3,fyq0pd_pFvE,Wrongly-led Open-ended Question,Element Counting,Does the man in purple have 6 dumplings on his plate?,46.87,Please state your answer with a brief explanation.,"Yes, the man in purple has 6 dumplings on his plate, as seen at [00:00:00].",https://www.youtube.com/shorts/fyq0pd_pFvE
0501-7,fyq0pd_pFvE,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many dumplings does the man in purple have on his plate?
A. 6
B. 2
C. 5
D. 10",46.87,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",A.,https://www.youtube.com/shorts/fyq0pd_pFvE
0512-0,FkNdEfxYYc4,Primary Open-ended Question,Element Counting,How many POTS did the ping-pong balls hit at the beginning of the video?,48.09,Please state your answer with a brief explanation.,The ping pong ball hits four POTS at the beginning of the video. The video shows the ball hitting four pots with a distinct sound.,https://www.youtube.com/shorts/FkNdEfxYYc4
0512-1,FkNdEfxYYc4,Paraphrased Open-ended Question,Element Counting,How many pots did the ping-pong ball bounce off at the start of the video?,48.09,Please state your answer with a brief explanation.,The ping-pong ball bounces off of 4 pots at the start of the video. You can see them at [00:00:00-00:00:03].,https://www.youtube.com/shorts/FkNdEfxYYc4
0512-2,FkNdEfxYYc4,Correctly-led Open-ended Question,Element Counting,Did the ping-pong ball hit seven pots at the beginning of the video?,48.09,Please state your answer with a brief explanation.,"Yes, the ping-pong ball hits seven pots at the beginning of the video.",https://www.youtube.com/shorts/FkNdEfxYYc4
0512-3,FkNdEfxYYc4,Wrongly-led Open-ended Question,Element Counting,Did the ping-pong ball hit only two pots at the beginning of the video?,48.09,Please state your answer with a brief explanation.,"No, the ping-pong ball hit four pots at the beginning of the video.",https://www.youtube.com/shorts/FkNdEfxYYc4
0512-7,FkNdEfxYYc4,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many pots did the ping-pong ball hit at the beginning of the video?
A. Seven
B. Five
C. Two
D. Ten",48.09,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/FkNdEfxYYc4
0520-0,SdvMPe6XF7w,Primary Open-ended Question,Plot Attribute,Which letters need the minimum number of people in the video to make up?,57.89,Please state your answer with a brief explanation.,"The letters I, V and W need the minimum number of people as it only requires one person to create them.",https://www.youtube.com/shorts/SdvMPe6XF7w
0520-1,SdvMPe6XF7w,Paraphrased Open-ended Question,Plot Attribute,Which letters in the video require the fewest people to form?,57.89,Please state your answer with a brief explanation.,"The letters I, V, and W require the fewest people (one) to form.",https://www.youtube.com/shorts/SdvMPe6XF7w
0520-2,SdvMPe6XF7w,Correctly-led Open-ended Question,Plot Attribute,"Do the letters 'I,' 'V,' and 'W' need only one person each to form in the video?",57.89,Please state your answer with a brief explanation.,"Yes, each of the letters 'I,' 'V,' and 'W' needs only one person to form.",https://www.youtube.com/shorts/SdvMPe6XF7w
0520-3,SdvMPe6XF7w,Wrongly-led Open-ended Question,Plot Attribute,Is the letter 'i' the only one that needs the minimum number of people to form?,57.89,Please state your answer with a brief explanation.,"No, the letter 'V' also only needs one person.",https://www.youtube.com/shorts/SdvMPe6XF7w
0520-7,SdvMPe6XF7w,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"Which letters require the minimum number of people to form?
A. W
B. I
C. I', 'L', 'O', and 'V'
D. All of the above",57.89,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",C,https://www.youtube.com/shorts/SdvMPe6XF7w
0522-0,rujdEa3MVYo,Primary Open-ended Question,Element Counting,How many men in hats are seen in the video?,60.08,Please state your answer with a brief explanation.,"There are two men who wear hats in this video. At [00:00:20], there is a man wearing a pink unicorn hat and at [00:00:32], there is a man wearing a baseball cap.",https://www.youtube.com/shorts/rujdEa3MVYo
0522-1,rujdEa3MVYo,Paraphrased Open-ended Question,Element Counting,What is the number of men wearing hats in the video?,60.08,Please state your answer with a brief explanation.,Two men wear hats in the video. At [00:00:20] a man wears a novelty helmet shaped like a unicorn. At [00:00:31] a man is lying down wearing a baseball cap.,https://www.youtube.com/shorts/rujdEa3MVYo
0522-2,rujdEa3MVYo,Correctly-led Open-ended Question,Element Counting,Are there two men in hats shown in the video?,60.08,Please state your answer with a brief explanation.,"Yes, there are two men in hats: one wearing a grey baseball cap, and the other wearing a pink unicorn helmet.",https://www.youtube.com/shorts/rujdEa3MVYo
0522-3,rujdEa3MVYo,Wrongly-led Open-ended Question,Element Counting,Are there three men in hats shown in the video?,60.08,Please state your answer with a brief explanation.,"No. There are two men who wear baseball caps at [00:00:32] and [00:00:41], and one man wearing a unicorn hat at [00:00:21].",https://www.youtube.com/shorts/rujdEa3MVYo
0522-7,rujdEa3MVYo,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many men in hats are seen in the video?
A. Three
B. Four
C. One
D. Two",60.08,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",D,https://www.youtube.com/shorts/rujdEa3MVYo
0525-0,Ai4fCLMGL9Y,Primary Open-ended Question,Element Counting,How many legs does the person not in the wheelchair have in the video?,28.5,Please state your answer with a brief explanation.,"The person not in the wheelchair has one leg. At [00:00:06], the person helps the man in the wheelchair. It can be observed that the helper hops on one leg.",https://www.youtube.com/shorts/Ai4fCLMGL9Y
0525-1,Ai4fCLMGL9Y,Paraphrased Open-ended Question,Element Counting,What is the number of legs the person not in the wheelchair has in the video?,28.5,Please state your answer with a brief explanation.,The person not in the wheelchair has one leg. This can be seen throughout the video as he uses it to walk towards the man who is fallen out of the wheelchair.,https://www.youtube.com/shorts/Ai4fCLMGL9Y
0525-2,Ai4fCLMGL9Y,Correctly-led Open-ended Question,Element Counting,Does the person not in the wheelchair have only one leg?,28.5,Please state your answer with a brief explanation.,"Yes, based on the video at [00:00:06], the person helping the individual in the wheelchair only has one leg.",https://www.youtube.com/shorts/Ai4fCLMGL9Y
0525-3,Ai4fCLMGL9Y,Wrongly-led Open-ended Question,Element Counting,Is it true that the person not in the wheelchair has two legs?,28.5,Please state your answer with a brief explanation.,"No, the person not in the wheelchair has one leg. At [00:00:07] the man helping the person in the wheelchair has only one leg.",https://www.youtube.com/shorts/Ai4fCLMGL9Y
0525-7,Ai4fCLMGL9Y,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many legs does the person not in the wheelchair have?
A. One leg
B. Two legs
C. Three legs
D. No legs",28.5,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",A.,https://www.youtube.com/shorts/Ai4fCLMGL9Y
0526-0,Z5jKO_Qql30,Primary Open-ended Question,Element Counting,"In the second video, how many lighters is the man holding in his hand?",34.6,Please state your answer with a brief explanation.,"In the second video, the man is holding one lighter, as highlighted by the red circle in the video at [00:00:13].",https://www.youtube.com/shorts/Z5jKO_Qql30
0526-1,Z5jKO_Qql30,Paraphrased Open-ended Question,Element Counting,"In the second video, what is the number of lighters the man is holding?",34.6,Please state your answer with a brief explanation.,"In the second video, the man is holding a single lighter. This is shown at timestamp 0:10.",https://www.youtube.com/shorts/Z5jKO_Qql30
0526-2,Z5jKO_Qql30,Correctly-led Open-ended Question,Element Counting,Is the man holding two lighters in his hands in the second video?,34.6,Please state your answer with a brief explanation.,"Yes, the man is holding two lighters in his hands in the second video, which can be seen at [00:00:12-00:00:16].",https://www.youtube.com/shorts/Z5jKO_Qql30
0526-3,Z5jKO_Qql30,Wrongly-led Open-ended Question,Element Counting,Is the man holding three lighters in his hands in the second video?,34.6,Please state your answer with a brief explanation.,The man is holding two lighters at [00:00:13].,https://www.youtube.com/shorts/Z5jKO_Qql30
0526-7,Z5jKO_Qql30,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many lighters is the man holding in the second video?
A. Three
B. Two
C. Four
D. One",34.6,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B.,https://www.youtube.com/shorts/Z5jKO_Qql30
0530-0,yzlFm0LpRpM,Primary Open-ended Question,Positional Relationship,Which ball did the man in blue kick in the fifth scene?,33.56,Please state your answer with a brief explanation.,The man in blue kicks soccer balls in the fifth scene of the video.,https://www.youtube.com/shorts/yzlFm0LpRpM
0530-1,yzlFm0LpRpM,Paraphrased Open-ended Question,Positional Relationship,Which ball did the man in blue choose to kick in the fifth scene?,33.56,Please state your answer with a brief explanation.,The man in blue in the fifth scene chose the white soccer ball in the middle to kick.,https://www.youtube.com/shorts/yzlFm0LpRpM
0530-2,yzlFm0LpRpM,Correctly-led Open-ended Question,Positional Relationship,Did the man in blue kick the middle ball in the fifth scene?,33.56,Please state your answer with a brief explanation.,"Yes, the man in blue kicked the middle ball. You can see this at [00:00:10].",https://www.youtube.com/shorts/yzlFm0LpRpM
0530-3,yzlFm0LpRpM,Wrongly-led Open-ended Question,Positional Relationship,Did the man in blue kick the top ball in the fifth scene?,33.56,Please state your answer with a brief explanation.,"No, the man in blue kicked the bottom two balls, not the top ball.",https://www.youtube.com/shorts/yzlFm0LpRpM
0530-7,yzlFm0LpRpM,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which ball did the man in blue kick in the fifth scene?
A. Bottom ball
B. Top ball
C. Middle ball",33.56,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/yzlFm0LpRpM
0539-0,HXeyvC8MeBU,Primary Open-ended Question,Element Counting,How many people in the video that aren't in a car are scared by the masked person?,60.08,Please state your answer with a brief explanation.,"In the video, there is one person who isn't in a car and is scared by the masked person. This is seen when the masked person scares the mail lady.",https://www.youtube.com/shorts/HXeyvC8MeBU
0539-1,HXeyvC8MeBU,Paraphrased Open-ended Question,Element Counting,How many individuals outside of a car are frightened by the masked person in the video?,60.08,Please state your answer with a brief explanation.,"Four individuals outside of a vehicle are frightened by the masked person. This includes a group of children walking along the sidewalk, a mail carrier, and a person walking along the sidewalk at night.",https://www.youtube.com/shorts/HXeyvC8MeBU
0539-2,HXeyvC8MeBU,Correctly-led Open-ended Question,Element Counting,Is it true that six people not in a car are scared by the masked person in the video?,60.08,Please state your answer with a brief explanation.,"No, that is incorrect. The masked person scares 11 people not in a car. There are 5 pedestrians on the sidewalk that are scared and there are 6 postal workers.",https://www.youtube.com/shorts/HXeyvC8MeBU
0539-3,HXeyvC8MeBU,Wrongly-led Open-ended Question,Element Counting,Is it true that only four people not in a car are scared by the masked person in the video?,60.08,Please state your answer with a brief explanation.,"No, that is not correct. There are at least six people not in a car who are scared by the masked person in the video, including the group of kids walking, the mail lady, and the woman at the end.",https://www.youtube.com/shorts/HXeyvC8MeBU
0539-7,HXeyvC8MeBU,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many people not in a car are scared by the masked person in the video?
A. Four
B. Six
C. Five
D. Seven",60.08,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/HXeyvC8MeBU
0541-0,zb6Bnsm3_zo,Primary Open-ended Question,Element Counting,How many teeth are there in the video?,11.17,Please state your answer with a brief explanation.,There are 13 teeth drawn on the paper. This is based on counting the visible teeth in the image at the beginning of the video.,https://www.youtube.com/shorts/zb6Bnsm3_zo
0541-1,zb6Bnsm3_zo,Paraphrased Open-ended Question,Element Counting,What is the total number of teeth shown throughout the video?,11.17,Please state your answer with a brief explanation.,There are 14 teeth shown throughout the video. The screen recording at 0:00 shows a graphic of 14 teeth.,https://www.youtube.com/shorts/zb6Bnsm3_zo
0541-2,zb6Bnsm3_zo,Correctly-led Open-ended Question,Element Counting,Are there consistently 10 teeth visible in the video from start to finish?,11.17,Please state your answer with a brief explanation.,No. The video contains a drawing of a mouth with the number of teeth changing due to refraction.,https://www.youtube.com/shorts/zb6Bnsm3_zo
0541-3,zb6Bnsm3_zo,Wrongly-led Open-ended Question,Element Counting,Does the number of visible teeth decrease to none as the water level rises in the video?,11.17,Please state your answer with a brief explanation.,"Yes, the number of visible teeth decreases to none as the water level rises in the video. The teeth drawn on a paper disappear as the water level rises.",https://www.youtube.com/shorts/zb6Bnsm3_zo
